_key,_ts,time_ms,time_iso,hash,coin,usdc,szi,fundingRate,nSamples,type
funding-ba8e59309aec0e8f13f281c0cae356ae1ef3bdf0,1781650800065,1781650800065,2026-06-17T07:00:00.065000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,HYPE,-0.000247,0.27,0.0000125,,funding
funding-989bb81b0162151aa4358912f3164776a1658eca,1781654400032,1781654400032,2026-06-17T08:00:00.032000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,HYPE,-0.000248,0.27,0.0000125,,funding
funding-c31db1045ee3bd0100bf1d55f0803e0e07da7ac0,1781658000044,1781658000044,2026-06-17T09:00:00.044000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,HYPE,-0.000245,0.27,0.0000125,,funding
funding-fe9c9f54b33c870cd9f6d9152f5575a2b2f57462,1781661600023,1781661600023,2026-06-17T10:00:00.023000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,HYPE,-0.00025,0.27,0.0000125,,funding
funding-4a0e93e4700e7b792d7613cadb1218bd5568b40d,1781690400045,1781690400045,2026-06-17T18:00:00.045000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZEC,0.000319,-0.05,0.0000125,,funding
funding-3f1e7e301b654f04d351acb948aa45892a49ddef,1781690400045,1781690400045,2026-06-17T18:00:00.045000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000449,-0.0009,0.0000165792,,funding
funding-e95723175e5fc297f191d07a9466448c8ff335da,1781694000045,1781694000045,2026-06-17T19:00:00.045000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000169,-0.0009,0.00000625,,funding
funding-6d5ea4fbad3a39da7e8b9764df79c2609ef9d3e8,1781697600050,1781697600050,2026-06-17T20:00:00.050000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000241,-0.0009,0.000008909,,funding
funding-113abef6791b5079cae1c2c5a50144be2e0b1f54,1781701200010,1781701200010,2026-06-17T21:00:00.010000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.00031,-0.0009,0.0000114218,,funding
funding-e424a8fdd6f33f83f634defbf966d0092f55373c,1781704800055,1781704800055,2026-06-17T22:00:00.055000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000168,-0.0009,0.00000625,,funding
funding-8dc756719da9429131d671b4024cfcdcf656702a,1781708400065,1781708400065,2026-06-17T23:00:00.065000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000168,-0.0009,0.00000625,,funding
funding-67daa31c1077f1633f34e2d109063fdb0594c7e2,1781712000021,1781712000021,2026-06-18T00:00:00.021000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000204,-0.0009,0.0000075336,,funding
funding-d36380599020a7fff19dd2298da2213fc96ca6b4,1781715600008,1781715600008,2026-06-18T01:00:00.008000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000194,-0.0009,0.0000071839,,funding
funding-d3750c905cb16816ff10d2bc50a084c65241e560,1781719200085,1781719200085,2026-06-18T02:00:00.085000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000169,-0.0009,0.00000625,,funding
funding-66584261da6fd45fb2d748e863b7bd7ed06ef6d8,1781730000044,1781730000044,2026-06-18T05:00:00.044000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:BRENTOIL,-0.000122,0.25,0.00000625,,funding
funding-fcbdd612b3b90362493d8475d862ae16c8bebdaf,1781733600055,1781733600055,2026-06-18T06:00:00.055000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:BRENTOIL,-0.000573,0.25,0.0000291916,,funding
funding-bab0b423d8bf721e656161d68b12f401fa7bf7ca,1781737200018,1781737200018,2026-06-18T07:00:00.018000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:BRENTOIL,-0.000722,0.25,0.0000366682,,funding
funding-fec04912f324a703a241803d05188fbd10216b06,1781740800025,1781740800025,2026-06-18T08:00:00.025000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:BRENTOIL,-0.000701,0.25,0.0000356329,,funding
funding-74bc40d0a4e49d018b0c8e3ee99e6c171aac0efc,1781744400017,1781744400017,2026-06-18T09:00:00.017000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:BRENTOIL,-0.000421,0.25,0.0000214292,,funding
funding-90b00e86bc08859b4a1116f8b21188ac5061b892,1781791200057,1781791200057,2026-06-18T22:00:00.057000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000083,0.00031,-0.0000041974,,funding
funding-4e91fd98c2f34aa55263c225cb15c4fbf10c2758,1781881200043,1781881200043,2026-06-19T23:00:00.043000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000395,0.0005,0.0000125,,funding
funding-f5082f30fe73249da397478e570e4ad05c145cdd,1781884800032,1781884800032,2026-06-20T00:00:00.032000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000395,0.0005,0.0000125,,funding
funding-49b67c6c942ae05f09a88efc60349ab85b00d6ae,1781888400013,1781888400013,2026-06-20T01:00:00.013000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000393,0.0005,0.0000125,,funding
funding-e7d63160b7793f2ee0b4f82d0b49f324bf262753,1781892000044,1781892000044,2026-06-20T02:00:00.044000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000298,0.0005,0.0000094328,,funding
funding-104aabb5ff225a2265e16a4631d26b45c22003f5,1781895600013,1781895600013,2026-06-20T03:00:00.013000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000394,0.0005,0.0000125,,funding
funding-da4870b420db235825b12702613821408bdd3c4b,1781899200028,1781899200028,2026-06-20T04:00:00.028000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000393,0.0005,0.0000125,,funding
funding-c001fe7d434c8500f6bd41276548489e7ed9907b,1781902800023,1781902800023,2026-06-20T05:00:00.023000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000395,0.0005,0.0000125,,funding
funding-5897db3229387431875c867b6a754421017f42d5,1781906400007,1781906400007,2026-06-20T06:00:00.007000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000394,0.0005,0.0000125,,funding
funding-8c0ead23ff4169545ae1bd80535a693fe7db8a03,1781913600067,1781913600067,2026-06-20T08:00:00.067000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BNB,0.00037,-0.051,0.0000125,,funding
funding-bfc9e4e108fec6c1e5cf072403f793d518d1e51d,1781913600067,1781913600067,2026-06-20T08:00:00.067000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ASTER,-0.000198,25.0,0.0000125,,funding
funding-b192c5dade82be4c91bb902eaf128ed575bb0fd8,1781917200031,1781917200031,2026-06-20T09:00:00.031000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BNB,0.00037,-0.051,0.0000125,,funding
funding-47aff5682059f727e67fd1f483945471a9b39c3c,1781917200031,1781917200031,2026-06-20T09:00:00.031000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,LTC,-0.000148,0.27,0.0000125,,funding
funding-d84d7411b9ec945c3e93dcd94c8c453ba2e4c87b,1781917200031,1781917200031,2026-06-20T09:00:00.031000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,-0.000145,12.1,0.0000125,,funding
funding-73008926cb85c1712dec7e924f554003fd642be4,1781917200031,1781917200031,2026-06-20T09:00:00.031000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,XPL,-0.000148,120.0,0.0000125,,funding
funding-8446d878fffe41a334216eba3eb6907a860570f6,1781917200031,1781917200031,2026-06-20T09:00:00.031000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ASTER,-0.000197,25.0,0.0000125,,funding
funding-2698cdaacd39d207a4748da6ccd9d27d3210ba3f,1781920800026,1781920800026,2026-06-20T10:00:00.026000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,LTC,-0.000148,0.27,0.0000125,,funding
funding-daa8dc12633bc9aed4f4a73b694445a4c833e642,1781920800026,1781920800026,2026-06-20T10:00:00.026000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,XPL,-0.000148,120.0,0.0000125,,funding
funding-5191b92af5e5c10d7d93149d52141952bbe225e8,1781920800026,1781920800026,2026-06-20T10:00:00.026000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ASTER,-0.000197,25.0,0.0000125,,funding
funding-87e2ab26e6cdb45a90d42c5f6bbaf149dc23a168,1781942400036,1781942400036,2026-06-20T16:00:00.036000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,XMR,-0.002498,0.064,0.0001246294,,funding
funding-752cba36fc700328a1c1b16e9d6be03b060407df,1781946000017,1781946000017,2026-06-20T17:00:00.017000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000044,0.00047,0.0000014874,,funding
funding-6df67026fa3857a8c0ec10463eaf45d372134ea2,1781946000017,1781946000017,2026-06-20T17:00:00.017000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,XMR,-0.000597,0.032,0.000059351,,funding
funding-7717169d31eaca0465a281025539eccc26d42ebb,1781949600001,1781949600001,2026-06-20T18:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000281,0.00047,0.0000093989,,funding
funding-11219debe95bc7f61938ef41302186dfafcc4b9c,1781953200008,1781953200008,2026-06-20T19:00:00.008000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000194,0.00047,0.0000064863,,funding
funding-b1e255c1fae076fc54ca177e7aea967dd50a9105,1781956800010,1781956800010,2026-06-20T20:00:00.010000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000322,0.00047,0.0000107853,,funding
funding-f094b53d86f0ca1f5f6926764d1b6c8fbc9a2386,1781960400008,1781960400008,2026-06-20T21:00:00.008000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,-0.000114,0.00047,0.0000038266,,funding
funding-c86eddb61635cc1a06fcdcbbd1dd1085255af47d,1781967600024,1781967600024,2026-06-20T23:00:00.024000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000139,-12.1,0.0000125,,funding
funding-3e3772a940d6228c96d73336d8ae4bf87a2ea688,1781971200039,1781971200039,2026-06-21T00:00:00.039000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000138,-12.1,0.0000125,,funding
funding-69f28114a7c52713332fc20e36737b23cc4473f1,1781974800006,1781974800006,2026-06-21T01:00:00.006000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-5148eabf7e4e5a14e2d31c64847937275db43a28,1781978400046,1781978400046,2026-06-21T02:00:00.046000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-a6b89ff4a1400c58a3433f0f5e63fef1d43228ff,1781982000017,1781982000017,2026-06-21T03:00:00.017000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000135,-12.1,0.0000125,,funding
funding-dacbdf6592cb1320df3b9afe0e7cebb921079346,1781985600032,1781985600032,2026-06-21T04:00:00.032000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000135,-12.1,0.0000125,,funding
funding-e9155d376aca905da7ef778033cc08383c8d0f2c,1781989200043,1781989200043,2026-06-21T05:00:00.043000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-a1a4000b7337701444b30a7a03bac4f94709f046,1781992800059,1781992800059,2026-06-21T06:00:00.059000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-2a861a5f6cc78c3d41de959f1d9257801ddc685b,1781996400038,1781996400038,2026-06-21T07:00:00.038000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000137,-12.1,0.0000125,,funding
funding-c196c13567527d7586fab7f8bdcd804589768d67,1782000000047,1782000000047,2026-06-21T08:00:00.047000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-ea068b00571acf018cee46353dd1f029aca694b1,1782003600035,1782003600035,2026-06-21T09:00:00.035000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000135,-12.1,0.0000125,,funding
funding-745596c90de2650d413d47914e9e43c061483cb6,1782003600035,1782003600035,2026-06-21T09:00:00.035000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,NEAR,-0.000248,9.0,0.0000125,,funding
funding-6a258b9907dfc633f54382f299dfec1d9318634f,1782007200009,1782007200009,2026-06-21T10:00:00.009000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-b9a3b8665747e19086c7691faa7bc5f784ce1f9d,1782010800033,1782010800033,2026-06-21T11:00:00.033000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-8655c2f1d39f0ccd6eab450b50d87bb6a84a9c75,1782014400034,1782014400034,2026-06-21T12:00:00.034000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-e21923a9c35626e82c5b64b9dcc896dc24d1fcdd,1782018000004,1782018000004,2026-06-21T13:00:00.004000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000135,-12.1,0.0000125,,funding
funding-4162b2292d502402fe3542fff8392c3eb0fbf7e8,1782021600025,1782021600025,2026-06-21T14:00:00.025000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,0.000141,-0.15,0.0000125,,funding
funding-bc251142368d586ee8006bef86bec94f4b01a1e9,1782021600025,1782021600025,2026-06-21T14:00:00.025000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-d8ef6ddc7250b41926134e6a5aed7e4397de02e6,1782021600025,1782021600025,2026-06-21T14:00:00.025000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,MON,-0.000136,518.0,0.0000125,,funding
funding-176f0a2f27781858fb64f58371479a6ad43782f6,1782025200043,1782025200043,2026-06-21T15:00:00.043000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,0.000141,-0.15,0.0000125,,funding
funding-fc379496333bce2e0a6587140baedb6e67c160be,1782025200043,1782025200043,2026-06-21T15:00:00.043000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-68294e3d49defdc452d87bfe7ef31b4d7a8b7789,1782025200043,1782025200043,2026-06-21T15:00:00.043000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,MON,-0.000136,518.0,0.0000125,,funding
funding-091f0fc98a4d13227865bc63a3697e44a7870182,1782028800033,1782028800033,2026-06-21T16:00:00.033000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,0.000142,-0.15,0.0000125,,funding
funding-6b6a8f757cad25babd76e6e17053891fc6375d5d,1782028800033,1782028800033,2026-06-21T16:00:00.033000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000135,-12.1,0.0000125,,funding
funding-df20494242c78bff67242c42e8d28ba50fd91764,1782028800033,1782028800033,2026-06-21T16:00:00.033000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,MON,-0.000135,518.0,0.0000125,,funding
funding-d8554ef8a59a94efaac5b71fd91e1cd6693a3bde,1782032400005,1782032400005,2026-06-21T17:00:00.005000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,0.00014,-0.15,0.0000125,,funding
funding-eda9b61049ae9f45e5703d35db86f8012fe0f03f,1782032400005,1782032400005,2026-06-21T17:00:00.005000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-fd7363406ed6cc69efd71d9676407b6beef27a38,1782032400005,1782032400005,2026-06-21T17:00:00.005000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,MON,-0.000134,518.0,0.0000125,,funding
funding-53b9923d295362a11669502a7726241242586fd7,1782036000020,1782036000020,2026-06-21T18:00:00.020000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,-0.000127,-0.15,-0.000011311,,funding
funding-d1c6da995670beb83c4089e16566964f139ceacd,1782036000020,1782036000020,2026-06-21T18:00:00.020000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ZRO,0.000136,-12.1,0.0000125,,funding
funding-d3507c1f084b8623371bfea427bc40a4c864b545,1782036000020,1782036000020,2026-06-21T18:00:00.020000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,MON,-0.000134,518.0,0.0000125,,funding
funding-bae3601d3a509cb069014418f267b3ff186ccc80,1782039600040,1782039600040,2026-06-21T19:00:00.040000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,-0.00017,-0.15,-0.0000152123,,funding
funding-989b359a289f8d08962eaa7a2857be9842503b27,1782039600040,1782039600040,2026-06-21T19:00:00.040000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,MON,-0.000135,518.0,0.0000125,,funding
funding-9b1e67257d02d048539b3b8465f5754f8a7f33c1,1782039600040,1782039600040,2026-06-21T19:00:00.040000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,LIT,-0.000138,7.0,0.0000125,,funding
funding-65c55e25503662ea9e092e02161ccc5bacf62df6,1782043200044,1782043200044,2026-06-21T20:00:00.044000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,-0.000353,-0.15,-0.0000318137,,funding
funding-f735c62898539765ead778df2ff67f7bb70a965b,1782043200044,1782043200044,2026-06-21T20:00:00.044000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,MON,-0.000134,518.0,0.0000125,,funding
funding-e6de5b84350cb61c049b45fc8c81bb0aebbf7b4d,1782043200044,1782043200044,2026-06-21T20:00:00.044000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,LIT,0.000137,-7.0,0.0000125,,funding
funding-6a2d9a0025435e58a40fe38a8b3805625741f0d2,1782046800053,1782046800053,2026-06-21T21:00:00.053000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,-0.000214,-0.15,-0.0000191801,,funding
funding-a72d10fb4e4b3fc9219c2f626609736f05fdfbba,1782046800053,1782046800053,2026-06-21T21:00:00.053000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,XPL,-0.000249,212.0,0.0000125,,funding
funding-b906018be23cdfc4557d1ca9b6915270ceffba4e,1782046800053,1782046800053,2026-06-21T21:00:00.053000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,MON,-0.000237,1218.0,0.0000093662,,funding
funding-1b194e236c89d1603663a64059c8a25a35000255,1782046800053,1782046800053,2026-06-21T21:00:00.053000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,LIT,0.000136,-7.0,0.0000125,,funding
funding-a9860b8684dd3234ef48ccdae0a2000509d6e674,1782050400007,1782050400007,2026-06-21T22:00:00.007000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,DOGE,0.000022,239.0,-0.0000011521,,funding
funding-b819e34a22364caa815d148cbe1f7bd65a9a068c,1782050400007,1782050400007,2026-06-21T22:00:00.007000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,AAVE,0.000099,-0.15,0.0000088366,,funding
