_key,_ts,time_ms,time_iso,hash,coin,usdc,szi,fundingRate,nSamples,type
funding-8c69044da1907ead87ec5eeb212cc24029d91290,1783908000075,1783908000075,2026-07-13T10:00:00.075000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-7a91d5e27477112851b8c481716fb3d51ddf5aef,1783911600046,1783911600046,2026-07-13T11:00:00.046000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-9add80b7699edc21e5e20cbb01640afd230cfc60,1783915200053,1783915200053,2026-07-13T12:00:00.053000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-d2d1246978e15b76ea38d6bdc2ad7dbba0a3d550,1783918800041,1783918800041,2026-07-13T13:00:00.041000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-adb7d35297b85efdb1bf81400be9d34c44ecc2e9,1783922400026,1783922400026,2026-07-13T14:00:00.026000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-a732672caf5da9dc3669b8425a6a50220f5924f4,1783926000058,1783926000058,2026-07-13T15:00:00.058000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.00015,-0.0004,0.0000127859,,funding
funding-dd598f4aabb8560ab4aefb1d1f02154a4160e2a0,1783929600019,1783929600019,2026-07-13T16:00:00.019000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000109,-0.0004,0.0000092815,,funding
funding-c430ea202cb81a9090d95a64f0cab6c0fbeab4da,1783929600019,1783929600019,2026-07-13T16:00:00.019000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:GOOGL,-0.000166,0.033,0.000014169,,funding
funding-ea5c549f1037f1b55f502ab2c8acabf086e8e2df,1783929600019,1783929600019,2026-07-13T16:00:00.019000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:CBRS,-0.000773,-0.05,-0.0000752301,,funding
funding-2ca94c846485d06280745cd20fd13447fe0e80e0,1783933200001,1783933200001,2026-07-13T17:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ETH,-0.000149,0.0067,0.0000125,,funding
funding-2f56b47c33948db318cebcc535095dad76de0517,1783933200001,1783933200001,2026-07-13T17:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-b870e57973693ee1558daa3c99c0970a35a9ffb5,1783933200001,1783933200001,2026-07-13T17:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:GOOGL,-0.000087,0.033,0.0000074031,,funding
funding-77bcfb57340ea53dbb861780bf9620802e992f93,1783933200001,1783933200001,2026-07-13T17:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:CBRS,-0.000931,-0.05,-0.0000896345,,funding
funding-2770de6f0b2acb838594e0b123cb45247c269133,1783936800032,1783936800032,2026-07-13T18:00:00.032000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ETH,-0.000149,0.0067,0.0000125,,funding
funding-ba77a39710d36524a31a255a59b5bd45641e528e,1783936800032,1783936800032,2026-07-13T18:00:00.032000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-4dc81a6e87bb2c49dfe3bbc552163b70681370ca,1783936800032,1783936800032,2026-07-13T18:00:00.032000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:CBRS,-0.000023,-0.05,-0.0000022295,,funding
funding-932e5c5b3caddf3c60be989945094739c79fa320,1783940400001,1783940400001,2026-07-13T19:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ETH,-0.000298,0.0134,0.0000125,,funding
funding-708a6bc315d87a20a643c717969c4f3829d31c94,1783940400001,1783940400001,2026-07-13T19:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,VVV,-0.000131,0.99,0.0000125,,funding
funding-ff6e24997fca362186600c14a2f1861221d2d686,1783940400001,1783940400001,2026-07-13T19:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-606c009a3adf13e716f660f7ea4177c59e071d65,1783940400001,1783940400001,2026-07-13T19:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:CBRS,-0.000495,-0.05,-0.0000475449,,funding
funding-1423977786bb3583957d04ca93dc697ebbd3d460,1783944000048,1783944000048,2026-07-13T20:00:00.048000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,ETH,-0.000298,0.0134,0.0000125,,funding
funding-4febdb49cd69417dafd7e88319e629403bc563e9,1783944000048,1783944000048,2026-07-13T20:00:00.048000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,VVV,-0.00013,0.99,0.0000125,,funding
funding-9cab40684a0ff3a7e96da3694ffee76b22555511,1783944000048,1783944000048,2026-07-13T20:00:00.048000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-ee5c4142f5aaf5073394d2b9d91bc7323b410f91,1783944000048,1783944000048,2026-07-13T20:00:00.048000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:CBRS,-0.000108,-0.05,-0.0000104494,,funding
funding-34d3785105f16f3b8c7ac6b373bbeb80fb583410,1783947600014,1783947600014,2026-07-13T21:00:00.014000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,VVV,-0.000132,0.99,0.0000125,,funding
funding-7552cded4b5d3911b73c18e29428afe3f4916fea,1783947600014,1783947600014,2026-07-13T21:00:00.014000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:XYZ100,0.000073,-0.0004,0.00000625,,funding
funding-7765328311595b05a4279a53a065035a75e11a94,1783947600014,1783947600014,2026-07-13T21:00:00.014000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:CBRS,-0.0007,-0.05,-0.0000672628,,funding
funding-b7bb8d68431df8a1c251344af804e2383503cf87,1783951200010,1783951200010,2026-07-13T22:00:00.010000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,VVV,-0.000133,0.99,0.0000125,,funding
funding-ba2b369184b3e8e9f384bcd772fb29fb301e9f7c,1784196000008,1784196000008,2026-07-16T18:00:00.008000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000136,-0.00017,0.0000125,,funding
funding-92252bc1c6d6aae91d19e98b167ef714955c39ba,1784196000008,1784196000008,2026-07-16T18:00:00.008000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:SMSN,0.000497,0.064,-0.0000453589,,funding
funding-106314e8c87b2e4f56109799609471fe67c1ee51,1784199600020,1784199600020,2026-07-16T19:00:00.020000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000136,-0.00017,0.0000125,,funding
funding-f67cd343d69abaadedf8c28e05529b38ba08bc8c,1784199600020,1784199600020,2026-07-16T19:00:00.020000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,xyz:SMSN,0.000991,0.064,-0.0000901645,,funding
funding-5d316b86ee6f40c8608a23593e4d715039678c7d,1784203200028,1784203200028,2026-07-16T20:00:00.028000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000136,-0.00017,0.0000125,,funding
funding-d245245b4291c702251d3e8a15569bb06b108c81,1784206800050,1784206800050,2026-07-16T21:00:00.050000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000135,-0.00017,0.0000125,,funding
funding-63955872051a365d71e0ddcc983111732cd9a845,1784210400054,1784210400054,2026-07-16T22:00:00.054000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000273,-0.00034,0.0000125,,funding
funding-621f806bb0ae39ecfac473b0401e2ac02b44a093,1784214000016,1784214000016,2026-07-16T23:00:00.016000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000403,-0.0005,0.0000125,,funding
funding-fe804c85802c20095a375b99b9fd87aec5cbb925,1784217600041,1784217600041,2026-07-17T00:00:00.041000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000404,-0.0005,0.0000125,,funding
funding-53a1fd07707ff50a63f46d6ac5da40a8d864815a,1784221200000,1784221200000,2026-07-17T01:00:00+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000403,-0.0005,0.0000125,,funding
funding-22f71c08685a84c71bfaf4e1ac0d6e6064f93cc8,1784224800011,1784224800011,2026-07-17T02:00:00.011000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.00024,-0.0003,0.0000125,,funding
funding-a960132111f39c18973434338fef60db54749166,1784228400031,1784228400031,2026-07-17T03:00:00.031000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.00024,-0.0003,0.0000125,,funding
funding-79ae42bdb7b6913e5b166c867087072ca82926a8,1784232000030,1784232000030,2026-07-17T04:00:00.030000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000241,-0.0003,0.0000125,,funding
funding-f884386df992f37e6a372969b050cf6863229cb4,1784235600011,1784235600011,2026-07-17T05:00:00.011000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.00024,-0.0003,0.0000125,,funding
funding-1a04af93df0e6276a8a1318a9143787229e28e80,1784239200008,1784239200008,2026-07-17T06:00:00.008000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.00024,-0.0003,0.0000125,,funding
funding-dbcb072464056308ab31afbd59af49e4ad99ad0d,1784242800017,1784242800017,2026-07-17T07:00:00.017000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000239,-0.0003,0.0000125,,funding
funding-d02d94eee6ae5ec49faff2ac34dcd050c26fdd73,1784246400018,1784246400018,2026-07-17T08:00:00.018000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000239,-0.0003,0.0000125,,funding
funding-1e66d021ffb9a17356b1206ebb3a1d53825f9261,1784250000021,1784250000021,2026-07-17T09:00:00.021000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000239,-0.0003,0.0000125,,funding
funding-b8148e4309cc27d8e7cf8424f4f868ef4479634b,1784253600001,1784253600001,2026-07-17T10:00:00.001000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000238,-0.0003,0.0000125,,funding
funding-70e9786c916374c48771756ea741b2b003f32a5e,1784257200017,1784257200017,2026-07-17T11:00:00.017000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000238,-0.0003,0.0000125,,funding
funding-1708d4177e91aa19fde845d71326080c9e7b7536,1784260800041,1784260800041,2026-07-17T12:00:00.041000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000238,-0.0003,0.0000125,,funding
funding-aeba370f391d083d4343cc3bbd38ced501a5d47c,1784264400052,1784264400052,2026-07-17T13:00:00.052000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000238,-0.0003,0.0000125,,funding
funding-7e2789f50171d2f1e1d84eadb6917e6c56aee47e,1784458800033,1784458800033,2026-07-19T19:00:00.033000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000274,-0.00034,0.0000125,,funding
funding-4efa43bcfeb325d55740c3e0ae5650e8bafad468,1784462400037,1784462400037,2026-07-19T20:00:00.037000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000273,-0.00034,0.0000125,,funding
funding-e99059f40c6ce5b728f20c91fabb20442a6ed2a1,1784466000014,1784466000014,2026-07-19T21:00:00.014000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000273,-0.00034,0.0000125,,funding
funding-e62d2f8913a5951a7952d1b196140c35018a4f07,1784469600135,1784469600135,2026-07-19T22:00:00.135000+08:00,0x0000000000000000000000000000000000000000000000000000000000000000,BTC,0.000274,-0.00034,0.0000125,,funding
