_key,_ts,time_ms,time_iso,coin,dir,side,px,sz,startPosition,closedPnl,fee,feeToken,builderFee,oid,tid,hash,crossed,liquidation
fill-645657694434716,1782044049394,1782044049394,2026-06-21T20:14:09.394000+08:00,XPL,Open Long,B,0.094189,212.0,0.0,0.0,0.002875,USDC,,475127791693,645657694434716,0xf673f382201752c8f7ed043e39535e02012b0067bb1a719b9a3c9ed4df1b2cb3,False,
fill-696194217376133,1782046798341,1782046798341,2026-06-21T20:59:58.341000+08:00,BTC,Close Short,B,64162.0,0.00046,-0.00046,-0.03864,0.01275,USDC,,475171735694,696194217376133,0x6c7495f309d598a66dee043e39efd9018000add8a4d8b778103d4145c8d97291,True,
fill-932852739654413,1782047885011,1782047885011,2026-06-21T21:18:05.011000+08:00,DOGE,Open Long,B,0.083354,239.0,0.0,0.0,0.008606,USDC,,475179561239,932852739654413,0x3e97f8a7f91e15b84011043e3a2df5010800108d9411348ae260a3fab811efa2,True,
fill-340355035412968,1782050410330,1782050410330,2026-06-21T22:00:10.330000+08:00,LIT,Close Short,B,1.5661,7.0,-7.0,0.0588,0.004735,USDC,,475195793562,340355035412968,0xa9cccf9a02a934c6ab46043e3abdd3020333007f9dac53984d957aecc1ad0eb1,True,
fill-422262882800049,1782053018545,1782053018545,2026-06-21T22:43:38.545000+08:00,XPL,Close Long,A,0.092626,212.0,212.0,-0.331356,0.008483,USDC,,475127791694,422262882800049,0x3f5efadbfaa401d740d8043e3b52a901050012c195a720a9e327a62eb9a7dbc1,True,
fill-449607055590853,1782055664456,1782055664456,2026-06-21T23:27:44.456000+08:00,MON,Close Long,A,0.0209,621.0,1218.0,0.00621,0.001868,USDC,,475144891212,449607055590853,0xf4018915b5d71bc4f57b043e3be97f02068200fb50da3a9797ca346874daf5af,False,
fill-915915793300785,1782076154761,1782076154761,2026-06-22T05:09:14.761000+08:00,DOGE,Close Long,A,0.082838,239.0,239.0,-0.123324,0.008552,USDC,,475183520414,915915793300785,0x989b38ea2ed279b59a14043e407ab501040050cfc9d598873c63e43cedd653a0,True,
fill-478584446297807,1782084570831,1782084570831,2026-06-22T07:29:30.831000+08:00,AAVE,Close Short,B,73.786,0.15,-0.15,0.26175,0.004781,USDC,,475476390569,478584446297807,0x70ba3100a6cbb6dd7233043e425a2402097000e641ced5af1482dc5365cf90c8,True,
fill-37870426987673,1782084590189,1782084590189,2026-06-22T07:29:50.189000+08:00,MON,Close Long,A,0.020844,597.0,597.0,-0.027462,0.005375,USDC,,475476625290,37870426987673,0x025d9c2f9d8a830b03d7043e425b3f0202f50015388da1dda62647825c8e5cf5,True,
fill-728443110897614,1782088056701,1782088056701,2026-06-22T08:27:36.701000+08:00,SOL,Open Short,A,72.966,0.15,0.0,0.0,0.004728,USDC,,475530002637,728443110897614,0x0bfe10aabbc5810a0d77043e431fa50201fb009056c89fdcafc6bbfd7ac95af4,True,
fill-993810151956913,1782091433524,1782091433524,2026-06-22T09:23:53.524000+08:00,SOL,Open Short,A,74.22,0.16,-0.15,0.0,0.00171,USDC,,475562914042,993810151956913,0x25ac2ced70164d6e2725043e43deeb0205aa00d30b196c40c974d8402f1a2758,False,"{""liquidatedUser"": ""0x09428b317b1013c124710225729782de4f4f8a13"", ""markPx"": ""74.184"", ""method"": ""market""}"
fill-150781840321516,1782091595892,1782091595892,2026-06-22T09:26:35.892000+08:00,SOL,Close Short,B,74.672,0.15,-0.31,-0.15882,0.004838,USDC,,475530002638,150781840321516,0x62b23b97839fbfcf642b043e43e8250000ed537d1e92dea1067ae6ea429399ba,True,
fill-685207342863390,1782091595892,1782091595892,2026-06-22T09:26:35.892000+08:00,SOL,Close Short,B,74.672,0.16,-0.16,-0.169408,0.005161,USDC,,475562914043,685207342863390,0x62b23b97839fbfcf642b043e43e8250000ed537d1e92dea1067ae6ea429399ba,True,
fill-1111041667887429,1782097229069,1782097229069,2026-06-22T11:00:29.069000+08:00,TAO,Open Short,A,230.6,0.064,0.0,0.0,0.006375,USDC,,475669976727,1111041667887429,0x0b4c9a418ab1d2420cc6043e45287f000087b22725b4f114af15459449b5ac2c,True,
fill-1070560574565089,1782100777808,1782100777808,2026-06-22T11:59:37.808000+08:00,xyz:TSLA,Open Short,A,394.25,0.027,0.0,0.0,0.000919,USDC,,475725525873,1070560574565089,0x2862cd2a7e66c65a29dc043e45f23702015b00101969e52ccc2b787d3d6aa044,True,
fill-1056737894451795,1782104375126,1782104375126,2026-06-22T12:59:35.126000+08:00,TAO,Close Short,B,229.09,0.064,-0.064,0.09664,0.006333,USDC,,475763733873,1056737894451795,0xe20efdc7c27285eee388043e46bdcd0201d600ad5d75a4c085d7a91a81765fd9,True,
fill-743889850733884,1782104949631,1782104949631,2026-06-22T13:09:09.631000+08:00,ZRO,Open Long,B,0.91329,21.8,0.0,0.0,0.0086,USDC,,475766003859,743889850733884,0x4d6619b3481a567f4edf043e46de780202a90098e31d7551f12ec506071e3069,True,
fill-289810542964295,1782106219796,1782106219796,2026-06-22T13:30:19.796000+08:00,SOL,Open Short,A,73.99,0.19,0.0,0.0,0.006073,USDC,,475777428554,289810542964295,0x81beec96c8660bcb8338043e4726e9010100047c63692a9d258797e98769e5b6,True,
fill-996431119788179,1782106219796,1782106219796,2026-06-22T13:30:19.796000+08:00,SOL,Open Short,A,73.983,0.08,-0.19,0.0,0.002556,USDC,,475777428554,996431119788179,0x81beec96c8660bcb8338043e4726e9010100047c63692a9d258797e98769e5b6,True,
fill-490666873460761,1782108179386,1782108179386,2026-06-22T14:02:59.386000+08:00,xyz:SNDK,Open Long,B,2244.1,0.008,0.0,0.0,0.001551,USDC,,475795433359,490666873460761,0x44b45648512ae4a0462e043e4796b4020236002dec2e0372e87d019b102ebe8a,True,
fill-414892131419503,1782119697665,1782119697665,2026-06-22T17:14:57.665000+08:00,ZEC,Open Long,B,454.26,0.03,0.0,0.0,0.005887,USDC,,475903392266,414892131419503,0xddc3cc9f6486bb9edf3d043e4a26a301f100e484ff89da70818c77f2238a9589,True,
fill-994124601662099,1782120435644,1782120435644,2026-06-22T17:27:15.644000+08:00,BNB,Open Short,A,592.34,0.037,0.0,0.0,0.003155,USDC,,475897683146,994124601662099,0xacebf33c03400fcbae65043e4a50bf02023100219e432e9d50b49e8ec243e9b6,False,
fill-329212497104692,1782127609863,1782127609863,2026-06-22T19:26:49.863000+08:00,BNB,Close Short,B,594.97,0.037,-0.037,-0.09731,0.00951,USDC,,475933133966,329212497104692,0x5409ac5ea9b766f25583043e4be92f000044c44444ba85c4f7d257b168bb40dc,True,
fill-909052999821650,1782128811460,1782128811460,2026-06-22T19:46:51.460000+08:00,ZRO,Close Long,A,0.9394,10.8,21.8,0.281988,0.00146,USDC,,475978918033,909052999821650,0xb6936b026c0e0069b80d043e4c2d9a02051600e807011f3b5a5c16552b01da54,False,
fill-644012320022456,1782129866011,1782129866011,2026-06-22T20:04:26.011000+08:00,xyz:TSLA,Open Short,A,397.0,0.027,-0.027,0.0,0.000308,USDC,,475805838485,644012320022456,0xe202d80df75832b8e37c043e4c696c0203f900f3925b518a85cb8360b65c0ca3,False,
fill-179462364859446,1782131886189,1782131886189,2026-06-22T20:38:06.189000+08:00,SOL,Close Short,B,74.45,0.27,-0.27,-0.124767,0.008683,USDC,,475802278251,179462364859446,0xa77f6b94f118c922a8f9043e4cdbdd0000ba837a8c1be7f44b4816e7b01ca30d,True,
fill-247309228001516,1782133196692,1782133196692,2026-06-22T20:59:56.692000+08:00,ZRO,Close Long,A,0.97933,11.0,11.0,0.72644,0.004653,USDC,,476043888984,247309228001516,0xabf0eba688490316ad6a043e4d25ef020111008c234c21e84fb996f9474cdd01,True,
fill-520545163346940,1782134864369,1782134864369,2026-06-22T21:27:44.369000+08:00,xyz:TSLA,Close Short,B,393.89,0.054,-0.054,0.09369,0.001837,USDC,,476065760814,520545163346940,0xedc6189fa0aab827ef3f043e4d84830202a300853badd6f9918ec3f25fae9212,True,
fill-848728905647955,1782135053401,1782135053401,2026-06-22T21:30:53.401000+08:00,xyz:SNDK,Close Long,A,2304.8,0.008,0.008,0.4856,0.001593,USDC,,476034968657,848728905647955,0x5d8a5814a33a23d15f04043e4d8f2602054500fa3e3d42a301530367623dfdbc,True,
fill-1066321556455943,1782138506356,1782138506356,2026-06-22T22:28:26.356000+08:00,XPL,Open Long,B,0.0907,220.0,0.0,0.0,0.002873,USDC,,476136888044,1066321556455943,0x6783e5c8c204010768fd043e4e50e802087000ae5d071fd90b4c911b8107daf2,False,
fill-536348707902110,1782139098103,1782139098103,2026-06-22T22:38:18.103000+08:00,XPL,Close Long,A,0.089897,220.0,220.0,-0.17666,0.008543,USDC,,476136888045,536348707902110,0xab54b797b0c28141acce043e4e71f400008fcf7d4bc5a0134f1d62ea6fc65b2c,True,
fill-208519126345820,1782143362135,1782143362135,2026-06-22T23:49:22.135000+08:00,ZEC,Close Long,A,449.61,0.03,0.03,-0.1395,0.005826,USDC,,476066154849,208519126345820,0x4b1f6e92c9b067434c99043e4f621602093d007864b38615eee819e588b4412d,True,
fill-359457888861115,1782173133138,1782173133138,2026-06-23T08:05:33.138000+08:00,SUI,Open Long,B,0.72057,20.1,0.0,0.0,0.006256,USDC,,476583403174,359457888861115,0xdf76905c8734eddde0f0043e55fd49020196004222380caf833f3baf4638c7c8,True,
fill-81313455447229,1782173133138,1782173133138,2026-06-23T08:05:33.138000+08:00,SUI,Open Long,B,0.72058,7.6,20.1,0.0,0.002365,USDC,,476583403174,81313455447229,0xdf76905c8734eddde0f0043e55fd49020196004222380caf833f3baf4638c7c8,True,
fill-884876118499319,1782179357667,1782179357667,2026-06-23T09:49:17.667000+08:00,SUI,Close Long,A,0.71501,27.7,27.7,-0.154012,0.008556,USDC,,476629469292,884876118499319,0xd5aef6588032ae3dd728043e575eb70000ea0e3e1b35cd0f7977a1ab3f368828,True,
fill-167841688604226,1782180397586,1782180397586,2026-06-23T10:06:37.586000+08:00,xyz:TSLA,Open Short,A,400.83,0.029,0.0,0.0,0.001004,USDC,,476660099375,167841688604226,0xa91da7d62ee395fbaa97043e5799c102027100bbc9e6b4cd4ce65328ede76fe6,True,
fill-101530231616500,1782180663627,1782180663627,2026-06-23T10:11:03.627000+08:00,ENA,Open Short,A,0.089839,132.0,0.0,0.0,0.005122,USDC,,476659548827,101530231616500,0x4aa30a7c06f4d65e4c1c043e57a8d80202e70061a1f7f530ee6bb5cec5f8b048,True,
fill-845533514557960,1782187614515,1782187614515,2026-06-23T12:06:54.515000+08:00,ENA,Close Short,B,0.090845,132.0,-132.0,-0.132792,0.00518,USDC,,476731040028,845533514557960,0x4114c39ff23c97b4428e043e5934220205c900858d3fb686e4dd6ef2b130719e,True,
fill-1050927761406240,1782191066671,1782191066671,2026-06-23T13:04:26.671000+08:00,xyz:AMZN,Open Short,A,231.88,0.051,0.0,0.0,0.001021,USDC,,476766347239,1050927761406240,0x76c82ea00608e7d97841043e59f82d0201970085a10c06ab1a90d9f2c50cc1c4,True,
fill-305520190443559,1782201592637,1782201592637,2026-06-23T15:59:52.637000+08:00,xyz:TSLA,Close Short,B,394.62,0.029,-0.029,0.18009,0.000988,USDC,,476671057843,305520190443559,0xc11a614fc217b4b4c294043e5c4cc702017e00355d1ad38664e30ca2811b8e9f,True,
fill-548040566880165,1782220344027,1782220344027,2026-06-23T21:12:24.027000+08:00,xyz:AMZN,Open Short,A,232.7,0.047,-0.051,0.0,0.000314,USDC,,477110663835,548040566880165,0xfd50444b22176cc7feca043e6074610203fc0030bd1a8b9aa118ef9de11b46b2,False,
fill-1069083156597857,1782221206599,1782221206599,2026-06-23T21:26:46.599000+08:00,xyz:AMZN,Close Short,B,232.0,0.048,-0.098,0.013104,0.00032,USDC,,477118162723,1069083156597857,0xc5aa1f3261bdd9f0c723043e60a5450204920017fcb0f8c26972ca8520b1b3db,False,
fill-410670884924897,1782221467666,1782221467666,2026-06-23T21:31:07.666000+08:00,xyz:AMZN,Close Short,B,233.6,0.047,-0.05,-0.062369,0.000948,USDC,,477110663836,410670884924897,0x28870d0a1c4eeb742a00043e60b3f202090200efb7420a46cc4fb85cdb42c55e,True,
fill-302337793578814,1782221467666,1782221467666,2026-06-23T21:31:07.666000+08:00,xyz:AMZN,Close Short,B,233.6,0.003,-0.003,-0.003981,0.00006,USDC,,476987818163,302337793578814,0x28870d0a1c4eeb742a00043e60b3f202090200efb7420a46cc4fb85cdb42c55e,True,
fill-257278807390272,1782226953530,1782226953530,2026-06-23T23:02:33.530000+08:00,SUI,Open Short,A,0.70363,28.3,0.0,0.0,0.008602,USDC,,477248741285,257278807390272,0xa298d299bc0bcc4ea412043e61e6b80000d3ea7f570eeb2046617dec7b0fa639,True,
fill-196045883398302,1782227152677,1782227152677,2026-06-23T23:05:52.677000+08:00,xyz:XYZ100,Open Short,A,29513.0,0.0008,0.0,0.0,0.002039,USDC,,477248499734,196045883398302,0xa27e69b07b4d81efa3f8043e61f1ca02053a00961640a0c1464715033a415bda,True,
fill-285043820573358,1782227189704,1782227189704,2026-06-23T23:06:29.704000+08:00,BTC,Open Short,A,62375.0,0.00017,0.0,0.0,0.00458,USDC,,477248178429,285043820573358,0x27229eab60501b9c289c043e61f3e100005db690fb533a6ecaeb49fe1f53f586,True,
fill-1024224711926751,1782227189704,1782227189704,2026-06-23T23:06:29.704000+08:00,BTC,Open Short,A,62375.0,0.00015,-0.00017,0.0,0.004041,USDC,,477248178429,1024224711926751,0x27229eab60501b9c289c043e61f3e100005db690fb533a6ecaeb49fe1f53f586,True,
fill-705696751671851,1782259253032,1782259253032,2026-06-24T08:00:53.032000+08:00,BTC,Open Short,A,62758.0,0.00031,-0.00032,0.0,0.002801,USDC,,477557363774,705696751671851,0xc6f912af2dae8dddc872043e690eda0000342a94c8a1acaf6ac1be01eca267c8,False,
fill-499080758665168,1782259752395,1782259752395,2026-06-24T08:09:12.395000+08:00,BTC,Close Short,B,62851.0,0.00031,-0.00063,-0.089156,0.008417,USDC,,477557363775,499080758665168,0x9f198b0c8a5704c0a093043e692b01000054a2f2255a239242e2365f495adeab,True,
fill-1100158219628965,1782259752395,1782259752395,2026-06-24T08:09:12.395000+08:00,BTC,Close Short,B,62851.0,0.00032,-0.00032,-0.092032,0.008688,USDC,,477257494818,1100158219628965,0x9f198b0c8a5704c0a093043e692b01000054a2f2255a239242e2365f495adeab,True,
fill-58750043135228,1782264858344,1782264858344,2026-06-24T09:34:18.344000+08:00,SUI,Close Short,B,0.70991,28.3,-28.3,-0.177724,0.008679,USDC,,477620561923,58750043135228,0x5f45e1d3a3be3e0560bf043e6a4c9b02028400b93eb15cd7030e8d2662b217f0,True,
fill-867545744528396,1782264864573,1782264864573,2026-06-24T09:34:24.573000+08:00,xyz:XYZ100,Close Short,B,29540.0,0.0008,-0.0008,-0.0216,0.002041,USDC,,477620618760,867545744528396,0x8bd7388f2e71485d8d50043e6a4cf70201440074c974672f2f9fe3e1ed752248,True,
fill-842682210162430,1782277433652,1782277433652,2026-06-24T13:03:53.652000+08:00,BTC,Open Long,B,62791.0,0.00047,0.0,0.0,0.012749,USDC,,477729269576,842682210162430,0x4a3e17a47d822dfe4bb7043e6d176f0105002f8a18854cd0ee06c2f73c8607e8,True,
fill-1061699293044759,1782284854000,1782284854000,2026-06-24T15:07:34+08:00,BTC,Close Long,A,62683.0,0.00017,0.00047,-0.01836,0.004603,USDC,,477786453085,1061699293044759,0x70d9c0d8008294e17253043e6ebca0000014d8bd9b85b3b314a26c2abf866ecc,True,
fill-912238079582057,1782284854000,1782284854000,2026-06-24T15:07:34+08:00,BTC,Close Long,A,62683.0,0.0003,0.0003,-0.0324,0.008123,USDC,,477786453085,912238079582057,0x70d9c0d8008294e17253043e6ebca0000014d8bd9b85b3b314a26c2abf866ecc,True,
fill-863119836390036,1782284854000,1782284854000,2026-06-24T15:07:34+08:00,BTC,Open Short,A,62683.0,0.00047,0.0,0.0,0.012727,USDC,,477786549530,863119836390036,0x70d9c0d8008294e17253043e6ebca0000014d8bd9b85b3b314a26c2abf866ecc,True,
fill-475414544613868,1782291596635,1782291596635,2026-06-24T16:59:56.635000+08:00,BTC,Close Short,B,62781.0,0.00047,-0.00047,-0.04606,0.012747,USDC,,477844711783,475414544613868,0x79505bb4ce1051e37aca043e703b890202f4009a691370b51d1907078d142bce,True,
fill-926406587000095,1782309746979,1782309746979,2026-06-24T22:02:26.979000+08:00,BTC,Open Short,A,61184.0,0.00017,0.0,0.0,0.004493,USDC,,478066119981,926406587000095,0xfbedf304517c219dfd67043e743e2c02082b00e9ec7f40709fb69e57107ffb88,True,
fill-953250855167029,1782321732097,1782321732097,2026-06-25T01:22:12.097000+08:00,BTC,Close Short,B,59336.0,0.00017,-0.00017,0.31416,0.004357,USDC,,478074691745,953250855167029,0x29d398e0c4cbdb652b4d043e76dd4d0206c300c65fcefa37cd9c443383cfb54f,True,
fill-3251220072274,1782363932584,1782363932584,2026-06-25T13:05:32.584000+08:00,BTC,Open Long,B,61524.0,0.00017,0.0,0.0,0.004518,USDC,,478857106070,3251220072274,0x604db6fe585d2ad161c7043e802f5202048b00e3f35049a304166251175104bc,True,
fill-288959904436158,1782370006769,1782370006769,2026-06-25T14:46:46.769000+08:00,ZRO,Open Short,A,0.87492,17.1,0.0,0.0,0.002154,USDC,,478920506218,288959904436158,0x4219cefb5c213e9e4393043e8187a202014000e0f7245d70e5e27a4e1b251888,False,
fill-504129458195021,1782371286374,1782371286374,2026-06-25T15:08:06.374000+08:00,ENA,Open Long,B,0.086,151.0,0.0,0.0,0.001869,USDC,,478926919628,504129458195021,0xd31afdc0e111998bd494043e81d04102020c00a67c14b85d76e3a913a0157376,False,
fill-125084957001587,1782394750253,1782394750253,2026-06-25T21:39:10.253000+08:00,BTC,Close Long,A,60715.0,0.00017,0.00017,-0.13753,0.004458,USDC,,478857301443,125084957001587,0x20a8385b91cb90892221043e8701440000e350412cceaf5bc470e3ae50cf6a73,True,
fill-933843772105572,1782394931941,1782394931941,2026-06-25T21:42:11.941000+08:00,ENA,Close Long,A,0.083096,151.0,151.0,-0.438504,0.00542,USDC,,478926958388,933843772105572,0xddbe6c403eecd906df38043e870b7e0000f98425d9eff7d881871792fde0b2f1,True,
fill-1095290571372541,1782395019919,1782395019919,2026-06-25T21:43:39.919000+08:00,ZRO,Close Short,B,0.85228,17.1,-17.1,0.387144,0.006295,USDC,,478921682749,1095290571372541,0x81bf1e1f2b0f206e8338043e8710680000fa3604c6023f402587c971ea02fa59,True,
fill-1034440243883163,1782435795100,1782435795100,2026-06-26T09:03:15.100000+08:00,HYPE,Open Short,A,63.405,0.17,0.0,0.0,0.004656,USDC,,479789630592,1034440243883163,0x4eb361ba96768339502d043e9009eb0000ee79a03179a20bf27c0d0d557a5d23,True,
fill-1046537324024637,1782439309047,1782439309047,2026-06-26T10:01:49.047000+08:00,xyz:MSFT,Open Short,A,353.85,0.031,0.0,0.0,0.000947,USDC,,479862851153,1046537324024637,0xe1737ab6b8599f69e2ed043e90d06b02014e009c535cbe3b853c2609775d7954,True,
fill-104983461230117,1782443267695,1782443267695,2026-06-26T11:07:47.695000+08:00,HYPE,Close Short,B,61.948,0.17,-0.17,0.24769,0.004549,USDC,,479941083605,104983461230117,0x6bbc36aa421a079e6d35043e91ae9f020646008fdd1d26700f84e1fd011de189,True,
fill-113575919585679,1782443267695,1782443267695,2026-06-26T11:07:47.695000+08:00,xyz:MSFT,Close Short,B,351.07,0.031,-0.031,0.08618,0.00094,USDC,,479941083606,113575919585679,0x1a5f1cd4de691af61bd8043e91ae9f0206460101796c39c8be27c8279d6cf4e0,True,
fill-393704848540783,1782446398798,1782446398798,2026-06-26T11:59:58.798000+08:00,xyz:XYZ100,Open Long,B,29082.0,0.0004,0.0,0.0,0.001005,USDC,,479996785459,393704848540783,0xca25dc93f7e47f13cb9f043e925e9d020435007992e79de56dee87e6b6e858fe,True,
fill-901394160087724,1782449758825,1782449758825,2026-06-26T12:55:58.825000+08:00,xyz:XYZ100,Open Long,B,28956.0,0.0004,0.0004,0.0,0.000333,USDC,,479997544658,901394160087724,0x1111f014516e765e128b043e931c6a0201cc00f9ec619530b4da9b6710625048,False,
fill-836817350325591,1782477603450,1782477603450,2026-06-26T20:40:03.450000+08:00,BTC,Open Short,A,59191.0,0.00001,0.0,0.0,0.000255,USDC,,480362467964,836817350325591,0x37957a644679b6eb390f043e9940eb0000d09249e17cd5bddb5e25b7057d90d5,True,
fill-292369534942532,1782477603450,1782477603450,2026-06-26T20:40:03.450000+08:00,BTC,Open Short,A,59190.0,0.00032,-0.00001,0.0,0.008182,USDC,,480362467964,292369534942532,0x37957a644679b6eb390f043e9940eb0000d09249e17cd5bddb5e25b7057d90d5,True,
fill-692232152314764,1782479933586,1782479933586,2026-06-26T21:18:53.586000+08:00,xyz:BRENTOIL,Open Long,B,73.888,0.27,0.0,0.0,0.001723,USDC,,480417114245,692232152314764,0xa5c08deb52714328a73a043e99c3d9020f9a00d0ed7461fa4989393e11751d13,True,
fill-446676989609331,1782479934152,1782479934152,2026-06-26T21:18:54.152000+08:00,HYPE,Open Short,A,61.028,0.21,0.0,0.0,0.005536,USDC,,480418301643,446676989609331,0x46d88b60c69ab95f4852043e99c3e1010400a346619dd831eaa136b3859e9349,True,
fill-971750177761276,1782481545501,1782481545501,2026-06-26T21:45:45.501000+08:00,HYPE,Open Short,A,62.482,0.17,-0.21,0.0,0.004588,USDC,,480471181301,971750177761276,0x97ae1ada9122d0239927043e9a1dde0208e400c02c25eef53b76c62d5026aa0e,True,
fill-511639515865249,1782481625332,1782481625332,2026-06-26T21:47:05.332000+08:00,HYPE,Close Short,B,62.702,0.17,-0.38,-0.174012,0.004604,USDC,,480471181302,511639515865249,0x0cd99382fd448a7a0e53043e9a225c000014ab689847a94cb0a23ed5bc486464,True,
fill-174642698341174,1782481625332,1782481625332,2026-06-26T21:47:05.332000+08:00,HYPE,Close Short,B,62.702,0.21,-0.21,-0.214956,0.005688,USDC,,480431234755,174642698341174,0x0cd99382fd448a7a0e53043e9a225c000014ab689847a94cb0a23ed5bc486464,True,
fill-672864794743519,1782481702203,1782481702203,2026-06-26T21:48:22.203000+08:00,BTC,Close Short,B,59522.0,0.00033,-0.00033,-0.10956,0.008485,USDC,,480471924746,672864794743519,0xc87d26aa9aa5a5dbc9f6043e9a26b4020a8e009035a8c4ad6c45d1fd59a97fc6,True,
fill-716331751919609,1782481898520,1782481898520,2026-06-26T21:51:38.520000+08:00,xyz:BRENTOIL,Open Long,B,72.9,0.16,0.27,0.0,0.000335,USDC,,480469280841,716331751919609,0x6dcff8fdc152be8d6f49043e9a31aa0203e300e35c55dd5f1198a45080569878,False,
fill-719152892115492,1782483512778,1782483512778,2026-06-26T22:18:32.778000+08:00,xyz:BRENTOIL,Close Long,A,72.574,0.16,0.43,-0.151408,0.001003,USDC,,480469280842,719152892115492,0x17a513f00eb62218191e043e9a8bee0206d500d5a9b940eabb6dbf42cdb9fc02,True,
fill-267881476730217,1782483512778,1782483512778,2026-06-26T22:18:32.778000+08:00,xyz:BRENTOIL,Close Long,A,72.574,0.27,0.27,-0.255501,0.001693,USDC,,480432384639,267881476730217,0x17a513f00eb62218191e043e9a8bee0206d500d5a9b940eabb6dbf42cdb9fc02,True,
fill-358144860418480,1782484717230,1782484717230,2026-06-26T22:38:37.230000+08:00,xyz:XYZ100,Close Long,A,29228.0,0.0008,0.0008,0.1672,0.00202,USDC,,480553819638,358144860418480,0x330f5e98dce2f7d93489043e9acf96020668007e77e616abd6d809eb9be6d1c3,True,
fill-506608599265652,1782517536460,1782517536460,2026-06-27T07:45:36.460000+08:00,ZEC,Open Short,A,419.16,0.03,0.0,0.0,0.00181,USDC,,480966924083,506608599265652,0x47f1da8293e9886a496b043ea20b980203ce00682eeca73cebba85d552ed6254,False,
fill-774159514012801,1782525599630,1782525599630,2026-06-27T09:59:59.630000+08:00,xyz:SNDK,Open Short,A,2101.7,0.005,0.0,0.0,0.000907,USDC,,481002822550,774159514012801,0xbac50210e82ad1f6bc3e043ea3d5ef0201bf00f6832df0c85e8dad63a72eabe1,True,
fill-1062408407078507,1782527059924,1782527059924,2026-06-27T10:24:19.924000+08:00,ZEC,Close Short,B,418.8,0.03,-0.03,0.0108,0.005427,USDC,,481032774718,1062408407078507,0x752f46832d8ef6a676a9043ea428c20203260068c882157818f7f1d5ec82d091,True,
fill-814948333492210,1782527059924,1782527059924,2026-06-27T10:24:19.924000+08:00,xyz:SNDK,Close Short,B,2119.0,0.005,-0.005,-0.0865,0.000915,USDC,,481032774719,814948333492210,0x23d22cadc9de09fe254b043ea428c2020326010164d128d0c79ad80088d1e3e8,True,
fill-521391303619008,1782528209379,1782528209379,2026-06-27T10:43:29.379000+08:00,xyz:SPCX,Open Long,B,154.3,0.07,0.0,0.0,0.000311,USDC,,481002951533,521391303619008,0xcfdf9233d208954dd159043ea469f20202be00196d0bb41f73a83d86910c6f38,False,
fill-778318804563,1782554195962,1782554195962,2026-06-27T17:56:35.962000+08:00,xyz:SPCX,Close Long,A,153.86,0.07,0.07,-0.0308,0.00093,USDC,,481189906760,778318804563,0xb85055e0c0d758c1b9ca043eaa28fd01bc006dc65bda77935c1901337fdb32ac,True,
